"","week_canton","pob"
"20717","2024-45-409",30427.2755424658
"20718","2024-45-410",95384.8533561644
"20719","2024-45-501",81129.863290411
"20720","2024-45-502",58758.9830219178
"20721","2024-45-503",72740.5444630137
"20722","2024-45-504",25474.0634191781
"20723","2024-45-505",49462.8483890411
"20724","2024-45-506",32623.7073890411
"20725","2024-45-507",20076.0175315068
"20726","2024-45-508",24830.9213369863
"20727","2024-45-509",11465.9890767123
"20728","2024-45-510",27864.8550219178
"20729","2024-45-511",7155.24604931507
"20730","2024-45-601",143662.244430137
"20731","2024-45-602",35284.9222520548
"20732","2024-45-603",54835.2883835616
"20733","2024-45-604",14919.2796493151
"20734","2024-45-605",29484.1478273973
"20735","2024-45-606",34821.194339726
"20736","2024-45-607",32007.429139726
"20737","2024-45-608",35696.3774520548
"20738","2024-45-609",22353.6140958904
"20739","2024-45-610",53230.0823945205
"20740","2024-45-611",28505.2056164384
"20741","2024-45-701",92232.1106821918
"20742","2024-45-702",155477.129734247
"20743","2024-45-703",57079.5888246575
"20744","2024-45-704",45793.9761232877
"20745","2024-45-705",45363.0519260274
"20746","2024-45-706",58456.6318575342
"20747","2024-46-101",352647.901219178
"20748","2024-46-102",71017.3408356164
"20749","2024-46-103",244538.836273973
"20750","2024-46-104",39127.113739726
"20751","2024-46-105",17999.1152876712
"20752","2024-46-106",62752.057109589
"20753","2024-46-107",28758.9819589041
"20754","2024-46-108",139888.592068493
"20755","2024-46-109",61869.1938767123
"20756","2024-46-110",97004.0184657534
"20757","2024-46-111",71812.7657534247
"20758","2024-46-112",21971.3222876712
"20759","2024-46-113",85226.959630137
"20760","2024-46-114",61606.4875479452
"20761","2024-46-115",61176.5938493151
"20762","2024-46-116",7368.30632876712
"20763","2024-46-117",7800.45050684932
"20764","2024-46-118",79320.3892739726
"20765","2024-46-119",133793.601547945
"20766","2024-46-120",13467.5110273973
"20767","2024-46-201",326446.507260274
"20768","2024-46-202",92152.228739726
"20769","2024-46-203",80614.3419452055
"20770","2024-46-204",7521.01108219178
"20771","2024-46-205",30449.3857945205
"20772","2024-46-206",50194.6884794521
"20773","2024-46-207",42557.8692328767
"20774","2024-46-208",35435.4503013699
"20775","2024-46-209",25080.1059589041
"20776","2024-46-210",210635.943027397
"20777","2024-46-211",14800.9419041096
"20778","2024-46-212",22778.2407260274
"20779","2024-46-213",56742.9506986301
"20780","2024-46-214",37040.2977808219
"20781","2024-46-215",19914.6836164384
"20782","2024-46-216",17876.3697260274
"20783","2024-46-301",163053.143260274
"20784","2024-46-302",61458.5979315068
"20785","2024-46-303",114042.785616438
"20786","2024-46-304",15794.2693150685
"20787","2024-46-305",68854.9391232877
"20788","2024-46-306",15187.1790273973
"20789","2024-46-307",48785.3961917808
"20790","2024-46-308",45221.336630137
"20791","2024-46-401",146077.843054795
"20792","2024-46-402",48604.2041643836
"20793","2024-46-403",49898.1419726027
"20794","2024-46-404",44903.3404520548
"20795","2024-46-405",56517.3718630137
"20796","2024-46-406",23416.0221643836
"20797","2024-46-407",26441.2703561644
"20798","2024-46-408",22065.674109589
"20799","2024-46-409",30428.0244657534
"20800","2024-46-410",95418.0401643836
"20801","2024-46-501",81146.8434109589
"20802","2024-46-502",58764.7819178082
"20803","2024-46-503",72756.2060136986
"20804","2024-46-504",25478.4561780822
"20805","2024-46-505",49475.0570410959
"20806","2024-46-506",32626.9560410959
"20807","2024-46-507",20076.6145068493
"20808","2024-46-508",24831.8119863014
"20809","2024-46-509",11465.8277123288
"20810","2024-46-510",27870.7869178082
"20811","2024-46-511",7155.59731506849
"20812","2024-46-601",143684.814136986
"20813","2024-46-602",35291.4270547945
"20814","2024-46-603",54842.9095616438
"20815","2024-46-604",14920.5913150685
"20816","2024-46-605",29483.5903972603
"20817","2024-46-606",34827.1997260274
"20818","2024-46-607",32006.8797260274
"20819","2024-46-608",35692.9240547945
"20820","2024-46-609",22359.071890411
"20821","2024-46-610",53234.1455205479
"20822","2024-46-611",28516.0994383562
"20823","2024-46-701",92227.0531917808
"20824","2024-46-702",155498.356246575
"20825","2024-46-703",57080.6856575342
"20826","2024-46-704",45804.1222876712
"20827","2024-46-705",45366.8230273973
"20828","2024-46-706",58467.6625342466
"20829","2024-47-101",352665.372030137
"20830","2024-47-102",71023.0404273973
"20831","2024-47-103",244557.108287671
"20832","2024-47-104",39130.0052767123
"20833","2024-47-105",17999.5622520548
"20834","2024-47-106",62755.2625150685
"20835","2024-47-107",28760.3813068493
"20836","2024-47-108",139897.606821918
"20837","2024-47-109",61877.6031205479
"20838","2024-47-110",97018.6371890411
"20839","2024-47-111",71819.2102410959
"20840","2024-47-112",21972.1332520548
"20841","2024-47-113",85232.1057616438
"20842","2024-47-114",61607.6731753425
"20843","2024-47-115",61175.6529917808
"20844","2024-47-116",7369.19214520548
"20845","2024-47-117",7800.55048219178
"20846","2024-47-118",79324.3056876712
"20847","2024-47-119",133786.510375342
"20848","2024-47-120",13468.6473287671
"20849","2024-47-201",326492.066923288
"20850","2024-47-202",92163.0274767123
"20851","2024-47-203",80623.7901424657
"20852","2024-47-204",7521.72778630137
"20853","2024-47-205",30452.5045342466
"20854","2024-47-206",50199.5881534247
"20855","2024-47-207",42563.1639945205
"20856","2024-47-208",35440.9034164384
"20857","2024-47-209",25084.3557068493
"20858","2024-47-210",210670.122128767
"20859","2024-47-211",14802.2260493151
"20860","2024-47-212",22780.3457123288
"20861","2024-47-213",56750.3145835616
"20862","2024-47-214",37050.796169863
"20863","2024-47-215",19917.0355972603
"20864","2024-47-216",17881.1137123288
"20865","2024-47-301",163059.918723288
"20866","2024-47-302",61461.1905780822
"20867","2024-47-303",114051.82259726
"20868","2024-47-304",15793.4347808219
"20869","2024-47-305",68849.412479452
"20870","2024-47-306",15187.5131287671
"20871","2024-47-307",48787.0377013699
"20872","2024-47-308",45223.3453616438
"20873","2024-47-401",146094.076457534
"20874","2024-47-402",48611.6435726027
"20875","2024-47-403",49902.2626712329
"20876","2024-47-404",44910.0452246575
"20877","2024-47-405",56524.9105561644
"20878","2024-47-406",23418.2157726027
"20879","2024-47-407",26443.3120739726
"20880","2024-47-408",22068.4749150685
"20881","2024-47-409",30428.7733890411
"20882","2024-47-410",95451.2269726027
"20883","2024-47-501",81163.8235315068
"20884","2024-47-502",58770.5808136986
"20885","2024-47-503",72771.8675643836
"20886","2024-47-504",25482.8489369863
"20887","2024-47-505",49487.2656931507
"20888","2024-47-506",32630.2046931507
"20889","2024-47-507",20077.2114821918
"20890","2024-47-508",24832.7026356164
"20891","2024-47-509",11465.6663479452
"20892","2024-47-510",27876.7188136986
"20893","2024-47-511",7155.94858082192
"20894","2024-47-601",143707.383843836
"20895","2024-47-602",35297.9318575342
"20896","2024-47-603",54850.530739726
"20897","2024-47-604",14921.9029808219
"20898","2024-47-605",29483.0329671233
"20899","2024-47-606",34833.2051123288
"20900","2024-47-607",32006.3303123288
"20901","2024-47-608",35689.4706575342
"20902","2024-47-609",22364.5296849315
"20903","2024-47-610",53238.2086465753
"20904","2024-47-611",28526.993260274
"20905","2024-47-701",92221.9957013699
"20906","2024-47-702",155519.582758904
"20907","2024-47-703",57081.782490411
"20908","2024-47-704",45814.2684520548
"20909","2024-47-705",45370.5941287671
"20910","2024-47-706",58478.6932109589
"20911","2024-48-101",352682.842841096
"20912","2024-48-102",71028.7400191781
"20913","2024-48-103",244575.38030137
"20914","2024-48-104",39132.8968136986
"20915","2024-48-105",18000.0092164384
"20916","2024-48-106",62758.4679205479
"20917","2024-48-107",28761.7806547945
"20918","2024-48-108",139906.621575342
"20919","2024-48-109",61886.0123643836
"20920","2024-48-110",97033.2559123288
"20921","2024-48-111",71825.6547287671
"20922","2024-48-112",21972.9442164384
"20923","2024-48-113",85237.2518931507
"20924","2024-48-114",61608.8588027397
"20925","2024-48-115",61174.7121342466
"20926","2024-48-116",7370.07796164384
"20927","2024-48-117",7800.65045753425
"20928","2024-48-118",79328.2221013699
"20929","2024-48-119",133779.41920274
"20930","2024-48-120",13469.783630137
"20931","2024-48-201",326537.626586301
"20932","2024-48-202",92173.8262136986
"20933","2024-48-203",80633.238339726
"20934","2024-48-204",7522.44449041096
"20935","2024-48-205",30455.6232739726
"20936","2024-48-206",50204.4878273973
"20937","2024-48-207",42568.4587561644
"20938","2024-48-208",35446.3565315068
"20939","2024-48-209",25088.6054547945
"20940","2024-48-210",210704.301230137
"20941","2024-48-211",14803.5101945205
"20942","2024-48-212",22782.4506986301
"20943","2024-48-213",56757.6784684931
"20944","2024-48-214",37061.2945589041
"20945","2024-48-215",19919.3875780822
"20946","2024-48-216",17885.8576986301
"20947","2024-48-301",163066.694186301
"20948","2024-48-302",61463.7832246575
"20949","2024-48-303",114060.859578082
"20950","2024-48-304",15792.6002465753
"20951","2024-48-305",68843.8858356164
"20952","2024-48-306",15187.847230137
"20953","2024-48-307",48788.6792109589
"20954","2024-48-308",45225.3540931507
"20955","2024-48-401",146110.309860274
"20956","2024-48-402",48619.0829808219
"20957","2024-48-403",49906.383369863
"20958","2024-48-404",44916.7499972603
"20959","2024-48-405",56532.4492493151
"20960","2024-48-406",23420.4093808219
"20961","2024-48-407",26445.3537917808
"20962","2024-48-408",22071.2757205479
"20963","2024-48-409",30429.5223123288
"20964","2024-48-410",95484.4137808219
"20965","2024-48-501",81180.8036520548
"20966","2024-48-502",58776.379709589
"20967","2024-48-503",72787.5291150685
"20968","2024-48-504",25487.2416958904
"20969","2024-48-505",49499.4743452055
"20970","2024-48-506",32633.4533452055
"20971","2024-48-507",20077.8084575342
"20972","2024-48-508",24833.5932849315
"20973","2024-48-509",11465.5049835616
"20974","2024-48-510",27882.650709589
"20975","2024-48-511",7156.29984657534
"20976","2024-48-601",143729.953550685
"20977","2024-48-602",35304.436660274
"20978","2024-48-603",54858.1519178082
"20979","2024-48-604",14923.2146465753
"20980","2024-48-605",29482.4755369863
"20981","2024-48-606",34839.2104986301
"20982","2024-48-607",32005.7808986301
"20983","2024-48-608",35686.017260274
"20984","2024-48-609",22369.9874794521
"20985","2024-48-610",53242.2717726027
"20986","2024-48-611",28537.8870821918
"20987","2024-48-701",92216.9382109589
"20988","2024-48-702",155540.809271233
"20989","2024-48-703",57082.8793232877
"20990","2024-48-704",45824.4146164384
"20991","2024-48-705",45374.365230137
"20992","2024-48-706",58489.7238876712
"20993","2024-49-101",352700.313652055
"20994","2024-49-102",71034.4396109589
"20995","2024-49-103",244593.652315068
"20996","2024-49-104",39135.7883506849
"20997","2024-49-105",18000.4561808219
"20998","2024-49-106",62761.6733260274
"20999","2024-49-107",28763.1800027397
"21000","2024-49-108",139915.636328767
"21001","2024-49-109",61894.4216082192
"21002","2024-49-110",97047.8746356164
"21003","2024-49-111",71832.0992164384
"21004","2024-49-112",21973.7551808219
"21005","2024-49-113",85242.3980246575
"21006","2024-49-114",61610.044430137
"21007","2024-49-115",61173.7712767123
"21008","2024-49-116",7370.96377808219
"21009","2024-49-117",7800.75043287671
"21010","2024-49-118",79332.1385150685
"21011","2024-49-119",133772.328030137
"21012","2024-49-120",13470.9199315068
"21013","2024-49-201",326583.186249315
"21014","2024-49-202",92184.6249506849
"21015","2024-49-203",80642.6865369863
"21016","2024-49-204",7523.16119452055
"21017","2024-49-205",30458.7420136986
"21018","2024-49-206",50209.3875013699
"21019","2024-49-207",42573.7535178082
"21020","2024-49-208",35451.8096465753
"21021","2024-49-209",25092.8552027397
"21022","2024-49-210",210738.480331507
"21023","2024-49-211",14804.794339726
"21024","2024-49-212",22784.5556849315
"21025","2024-49-213",56765.0423534247
"21026","2024-49-214",37071.7929479452
"21027","2024-49-215",19921.7395589041
"21028","2024-49-216",17890.6016849315
"21029","2024-49-301",163073.469649315
"21030","2024-49-302",61466.3758712329
"21031","2024-49-303",114069.896558904
"21032","2024-49-304",15791.7657123288
"21033","2024-49-305",68838.3591917808
"21034","2024-49-306",15188.1813315068
"21035","2024-49-307",48790.3207205479
"21036","2024-49-308",45227.3628246575
"21037","2024-49-401",146126.543263014
"21038","2024-49-402",48626.5223890411
"21039","2024-49-403",49910.5040684932
"21040","2024-49-404",44923.454769863
"21041","2024-49-405",56539.9879424657
"21042","2024-49-406",23422.6029890411
"21043","2024-49-407",26447.395509589
"21044","2024-49-408",22074.0765260274
"21045","2024-49-409",30430.2712356164
"21046","2024-49-410",95517.6005890411
"21047","2024-49-501",81197.7837726027
"21048","2024-49-502",58782.1786054795
"21049","2024-49-503",72803.1906657534
"21050","2024-49-504",25491.6344547945
"21051","2024-49-505",49511.6829972603
"21052","2024-49-506",32636.7019972603
"21053","2024-49-507",20078.4054328767
"21054","2024-49-508",24834.4839342466
"21055","2024-49-509",11465.3436191781
"21056","2024-49-510",27888.5826054795
"21057","2024-49-511",7156.65111232877
"21058","2024-49-601",143752.523257534
"21059","2024-49-602",35310.9414630137
"21060","2024-49-603",54865.7730958904
"21061","2024-49-604",14924.5263123288
"21062","2024-49-605",29481.9181068493
"21063","2024-49-606",34845.2158849315
"21064","2024-49-607",32005.2314849315
"21065","2024-49-608",35682.5638630137
"21066","2024-49-609",22375.4452739726
"21067","2024-49-610",53246.3348986301
"21068","2024-49-611",28548.7809041096
"21069","2024-49-701",92211.8807205479
"21070","2024-49-702",155562.035783562
"21071","2024-49-703",57083.9761561644
"21072","2024-49-704",45834.5607808219
"21073","2024-49-705",45378.1363315068
"21074","2024-49-706",58500.7545643836
"21075","2024-50-101",352717.784463014
"21076","2024-50-102",71040.1392027397
"21077","2024-50-103",244611.924328767
"21078","2024-50-104",39138.6798876712
"21079","2024-50-105",18000.9031452055
"21080","2024-50-106",62764.8787315068
"21081","2024-50-107",28764.5793506849
"21082","2024-50-108",139924.651082192
"21083","2024-50-109",61902.8308520548
"21084","2024-50-110",97062.4933589041
"21085","2024-50-111",71838.5437041096
"21086","2024-50-112",21974.5661452055
"21087","2024-50-113",85247.5441561644
"21088","2024-50-114",61611.2300575342
"21089","2024-50-115",61172.8304191781
"21090","2024-50-116",7371.84959452055
"21091","2024-50-117",7800.85040821918
"21092","2024-50-118",79336.0549287671
"21093","2024-50-119",133765.236857534
"21094","2024-50-120",13472.0562328767
"21095","2024-50-201",326628.745912329
"21096","2024-50-202",92195.4236876712
"21097","2024-50-203",80652.1347342466
"21098","2024-50-204",7523.87789863014
"21099","2024-50-205",30461.8607534247
"21100","2024-50-206",50214.2871753425
"21101","2024-50-207",42579.0482794521
"21102","2024-50-208",35457.2627616438
"21103","2024-50-209",25097.1049506849
"21104","2024-50-210",210772.659432877
"21105","2024-50-211",14806.0784849315
"21106","2024-50-212",22786.6606712329
"21107","2024-50-213",56772.4062383562
"21108","2024-50-214",37082.2913369863
"21109","2024-50-215",19924.091539726
"21110","2024-50-216",17895.3456712329
"21111","2024-50-301",163080.245112329
"21112","2024-50-302",61468.9685178082
"21113","2024-50-303",114078.933539726
"21114","2024-50-304",15790.9311780822
"21115","2024-50-305",68832.8325479452
"21116","2024-50-306",15188.5154328767
"21117","2024-50-307",48791.962230137
"21118","2024-50-308",45229.3715561644
"21119","2024-50-401",146142.776665753
"21120","2024-50-402",48633.9617972603
"21121","2024-50-403",49914.6247671233
"21122","2024-50-404",44930.1595424658
"21123","2024-50-405",56547.5266356164
"21124","2024-50-406",23424.7965972603
"21125","2024-50-407",26449.4372273973
"21126","2024-50-408",22076.8773315069
"21127","2024-50-409",30431.0201589041
"21128","2024-50-410",95550.7873972603
"21129","2024-50-501",81214.7638931507
"21130","2024-50-502",58787.9775013699
"21131","2024-50-503",72818.8522164384
"21132","2024-50-504",25496.0272136986
"21133","2024-50-505",49523.8916493151
"21134","2024-50-506",32639.9506493151
"21135","2024-50-507",20079.0024082192
"21136","2024-50-508",24835.3745835616
"21137","2024-50-509",11465.1822547945
"21138","2024-50-510",27894.5145013699
"21139","2024-50-511",7157.00237808219
"21140","2024-50-601",143775.092964384
"21141","2024-50-602",35317.4462657534
"21142","2024-50-603",54873.3942739726
"21143","2024-50-604",14925.8379780822
"21144","2024-50-605",29481.3606767123
"21145","2024-50-606",34851.2212712329
"21146","2024-50-607",32004.6820712329
"21147","2024-50-608",35679.1104657534
"21148","2024-50-609",22380.9030684932
"21149","2024-50-610",53250.3980246575
"21150","2024-50-611",28559.6747260274
"21151","2024-50-701",92206.823230137
"21152","2024-50-702",155583.26229589
"21153","2024-50-703",57085.0729890411
"21154","2024-50-704",45844.7069452055
"21155","2024-50-705",45381.9074328767
"21156","2024-50-706",58511.7852410959
"21157","2024-51-101",352735.255273973
"21158","2024-51-102",71045.8387945205
"21159","2024-51-103",244630.196342466
"21160","2024-51-104",39141.5714246575
"21161","2024-51-105",18001.350109589
"21162","2024-51-106",62768.0841369863
"21163","2024-51-107",28765.9786986301
"21164","2024-51-108",139933.665835616
"21165","2024-51-109",61911.2400958904
"21166","2024-51-110",97077.1120821918
"21167","2024-51-111",71844.9881917808
"21168","2024-51-112",21975.377109589
"21169","2024-51-113",85252.6902876712
"21170","2024-51-114",61612.4156849315
"21171","2024-51-115",61171.8895616438
"21172","2024-51-116",7372.7354109589
"21173","2024-51-117",7800.95038356164
"21174","2024-51-118",79339.9713424658
"21175","2024-51-119",133758.145684932
"21176","2024-51-120",13473.1925342466
"21177","2024-51-201",326674.305575342
"21178","2024-51-202",92206.2224246575
"21179","2024-51-203",80661.5829315068
"21180","2024-51-204",7524.59460273973
"21181","2024-51-205",30464.9794931507
"21182","2024-51-206",50219.1868493151
"21183","2024-51-207",42584.3430410959
"21184","2024-51-208",35462.7158767123
"21185","2024-51-209",25101.3546986301
"21186","2024-51-210",210806.838534247
"21187","2024-51-211",14807.362630137
"21188","2024-51-212",22788.7656575342
"21189","2024-51-213",56779.7701232877
"21190","2024-51-214",37092.7897260274
"21191","2024-51-215",19926.4435205479
"21192","2024-51-216",17900.0896575342
"21193","2024-51-301",163087.020575342
"21194","2024-51-302",61471.5611643836
"21195","2024-51-303",114087.970520548
"21196","2024-51-304",15790.0966438356
"21197","2024-51-305",68827.3059041096
"21198","2024-51-306",15188.8495342466
"21199","2024-51-307",48793.603739726
"21200","2024-51-308",45231.3802876712
"21201","2024-51-401",146159.010068493
"21202","2024-51-402",48641.4012054795
"21203","2024-51-403",49918.7454657534
"21204","2024-51-404",44936.8643150685
"21205","2024-51-405",56555.0653287671
"21206","2024-51-406",23426.9902054795
"21207","2024-51-407",26451.4789452055
"21208","2024-51-408",22079.6781369863
"21209","2024-51-409",30431.7690821918
"21210","2024-51-410",95583.9742054795
"21211","2024-51-501",81231.7440136986
"21212","2024-51-502",58793.7763972603
"21213","2024-51-503",72834.5137671233
"21214","2024-51-504",25500.4199726027
"21215","2024-51-505",49536.1003013699
"21216","2024-51-506",32643.1993013699
"21217","2024-51-507",20079.5993835616
"21218","2024-51-508",24836.2652328767
"21219","2024-51-509",11465.020890411
"21220","2024-51-510",27900.4463972603
"21221","2024-51-511",7157.35364383562
"21222","2024-51-601",143797.662671233
"21223","2024-51-602",35323.9510684932
"21224","2024-51-603",54881.0154520548
"21225","2024-51-604",14927.1496438356
"21226","2024-51-605",29480.8032465753
"21227","2024-51-606",34857.2266575342
"21228","2024-51-607",32004.1326575342
"21229","2024-51-608",35675.6570684932
"21230","2024-51-609",22386.3608630137
"21231","2024-51-610",53254.4611506849
"21232","2024-51-611",28570.5685479452
"21233","2024-51-701",92201.765739726
"21234","2024-51-702",155604.488808219
"21235","2024-51-703",57086.1698219178
"21236","2024-51-704",45854.853109589
"21237","2024-51-705",45385.6785342466
"21238","2024-51-706",58522.8159178082
"21239","2024-52-101",352752.726084932
"21240","2024-52-102",71051.5383863014
"21241","2024-52-103",244648.468356164
"21242","2024-52-104",39144.4629616438
"21243","2024-52-105",18001.7970739726
"21244","2024-52-106",62771.2895424658
"21245","2024-52-107",28767.3780465753
"21246","2024-52-108",139942.680589041
"21247","2024-52-109",61919.649339726
"21248","2024-52-110",97091.7308054795
"21249","2024-52-111",71851.4326794521
"21250","2024-52-112",21976.1880739726
"21251","2024-52-113",85257.8364191781
"21252","2024-52-114",61613.6013123288
"21253","2024-52-115",61170.9487041096
"21254","2024-52-116",7373.62122739726
"21255","2024-52-117",7801.05035890411
"21256","2024-52-118",79343.8877561644
"21257","2024-52-119",133751.054512329
"21258","2024-52-120",13474.3288356164
"21259","2024-52-201",326719.865238356
"21260","2024-52-202",92217.0211616438
"21261","2024-52-203",80671.0311287671
"21262","2024-52-204",7525.31130684931
"21263","2024-52-205",30468.0982328767
"21264","2024-52-206",50224.0865232877
"21265","2024-52-207",42589.6378027397
"21266","2024-52-208",35468.1689917808
"21267","2024-52-209",25105.6044465753
"21268","2024-52-210",210841.017635616
"21269","2024-52-211",14808.6467753425
"21270","2024-52-212",22790.8706438356
"21271","2024-52-213",56787.1340082192
"21272","2024-52-214",37103.2881150685
"21273","2024-52-215",19928.7955013699
"21274","2024-52-216",17904.8336438356
"21275","2024-52-301",163093.796038356
"21276","2024-52-302",61474.1538109589
"21277","2024-52-303",114097.00750137
"21278","2024-52-304",15789.262109589
"21279","2024-52-305",68821.779260274
"21280","2024-52-306",15189.1836356164
"21281","2024-52-307",48795.2452493151
"21282","2024-52-308",45233.3890191781
"21283","2024-52-401",146175.243471233
"21284","2024-52-402",48648.8406136986
"21285","2024-52-403",49922.8661643836
"21286","2024-52-404",44943.5690876712
"21287","2024-52-405",56562.6040219178
"21288","2024-52-406",23429.1838136986
"21289","2024-52-407",26453.5206630137
"21290","2024-52-408",22082.4789424658
"21291","2024-52-409",30432.5180054795
"21292","2024-52-410",95617.1610136986
"21293","2024-52-501",81248.7241342466
"21294","2024-52-502",58799.5752931507
"21295","2024-52-503",72850.1753178082
"21296","2024-52-504",25504.8127315068
"21297","2024-52-505",49548.3089534247
"21298","2024-52-506",32646.4479534247
"21299","2024-52-507",20080.1963589041
"21300","2024-52-508",24837.1558821918
"21301","2024-52-509",11464.8595260274
"21302","2024-52-510",27906.3782931507
"21303","2024-52-511",7157.70490958904
"21304","2024-52-601",143820.232378082
"21305","2024-52-602",35330.4558712329
"21306","2024-52-603",54888.636630137
"21307","2024-52-604",14928.461309589
"21308","2024-52-605",29480.2458164384
"21309","2024-52-606",34863.2320438356
"21310","2024-52-607",32003.5832438356
"21311","2024-52-608",35672.2036712329
"21312","2024-52-609",22391.8186575342
"21313","2024-52-610",53258.5242767123
"21314","2024-52-611",28581.462369863
"21315","2024-52-701",92196.7082493151
"21316","2024-52-702",155625.715320548
"21317","2024-52-703",57087.2666547945
"21318","2024-52-704",45864.9992739726
"21319","2024-52-705",45389.4496356164
"21320","2024-52-706",58533.8465945205
"21321","2025-1-101",352770.19689589
"21322","2025-1-102",71057.2379780822
"21323","2025-1-103",244666.740369863
"21324","2025-1-104",39147.3544986301
"21325","2025-1-105",18002.2440383562
"21326","2025-1-106",62774.4949479452
"21327","2025-1-107",28768.7773945205
"21328","2025-1-108",139951.695342466
"21329","2025-1-109",61928.0585835616
"21330","2025-1-110",97106.3495287671
"21331","2025-1-111",71857.8771671233
"21332","2025-1-112",21976.9990383562
"21333","2025-1-113",85262.9825506849
"21334","2025-1-114",61614.786939726
"21335","2025-1-115",61170.0078465753
"21336","2025-1-116",7374.50704383562
"21337","2025-1-117",7801.15033424657
"21338","2025-1-118",79347.804169863
"21339","2025-1-119",133743.963339726
"21340","2025-1-120",13475.4651369863
"21341","2025-1-201",326765.42490137
"21342","2025-1-202",92227.8198986301
"21343","2025-1-203",80680.4793260274
"21344","2025-1-204",7526.0280109589
"21345","2025-1-205",30471.2169726027
"21346","2025-1-206",50228.9861972603
"21347","2025-1-207",42594.9325643836
"21348","2025-1-208",35473.6221068493
"21349","2025-1-209",25109.8541945206
"21350","2025-1-210",210875.196736986
"21351","2025-1-211",14809.9309205479
"21352","2025-1-212",22792.975630137
"21353","2025-1-213",56794.4978931507
"21354","2025-1-214",37113.7865041096
"21355","2025-1-215",19931.1474821918
"21356","2025-1-216",17909.577630137
"21357","2025-1-301",163100.57150137
"21358","2025-1-302",61476.7464575342
"21359","2025-1-303",114106.044482192
"21360","2025-1-304",15788.4275753425
"21361","2025-1-305",68816.2526164384
"21362","2025-1-306",15189.5177369863
"21363","2025-1-307",48796.8867589041
"21364","2025-1-308",45235.3977506849
"21365","2025-1-401",146191.476873973
"21366","2025-1-402",48656.2800219178
"21367","2025-1-403",49926.9868630137
"21368","2025-1-404",44950.273860274
"21369","2025-1-405",56570.1427150685
"21370","2025-1-406",23431.3774219178
"21371","2025-1-407",26455.5623808219
"21372","2025-1-408",22085.2797479452
"21373","2025-1-409",30433.2669287671
"21374","2025-1-410",95650.3478219178
"21375","2025-1-501",81265.7042547945
"21376","2025-1-502",58805.3741890411
"21377","2025-1-503",72865.8368684931
"21378","2025-1-504",25509.205490411
"21379","2025-1-505",49560.5176054795
"21380","2025-1-506",32649.6966054795
"21381","2025-1-507",20080.7933342466
"21382","2025-1-508",24838.0465315068
"21383","2025-1-509",11464.6981616438
"21384","2025-1-510",27912.3101890411
"21385","2025-1-511",7158.05617534247
"21386","2025-1-601",143842.802084932
"21387","2025-1-602",35336.9606739726
"21388","2025-1-603",54896.2578082192
"21389","2025-1-604",14929.7729753425
"21390","2025-1-605",29479.6883863014
"21391","2025-1-606",34869.237430137
"21392","2025-1-607",32003.033830137
"21393","2025-1-608",35668.7502739726
"21394","2025-1-609",22397.2764520548
"21395","2025-1-610",53262.5874027397
"21396","2025-1-611",28592.3561917808
"21397","2025-1-701",92191.6507589041
"21398","2025-1-702",155646.941832877
"21399","2025-1-703",57088.3634876712
"21400","2025-1-704",45875.1454383562
"21401","2025-1-705",45393.2207369863
"21402","2025-1-706",58544.8772712329
"21403","2025-2-101",352787.667706849
"21404","2025-2-102",71062.937569863
"21405","2025-2-103",244685.012383562
"21406","2025-2-104",39150.2460356164
"21407","2025-2-105",18002.6910027397
"21408","2025-2-106",62777.7003534247
"21409","2025-2-107",28770.1767424658
"21410","2025-2-108",139960.71009589
"21411","2025-2-109",61936.4678273973
"21412","2025-2-110",97120.9682520548
"21413","2025-2-111",71864.3216547945
"21414","2025-2-112",21977.8100027397
"21415","2025-2-113",85268.1286821918
"21416","2025-2-114",61615.9725671233
"21417","2025-2-115",61169.0669890411
"21418","2025-2-116",7375.39286027397
"21419","2025-2-117",7801.25030958904
"21420","2025-2-118",79351.7205835616
"21421","2025-2-119",133736.872167123
"21422","2025-2-120",13476.6014383562
"21423","2025-2-201",326810.984564384
"21424","2025-2-202",92238.6186356164
"21425","2025-2-203",80689.9275232877
"21426","2025-2-204",7526.74471506849
"21427","2025-2-205",30474.3357123288
"21428","2025-2-206",50233.8858712329
"21429","2025-2-207",42600.2273260274
"21430","2025-2-208",35479.0752219178
"21431","2025-2-209",25114.1039424658
"21432","2025-2-210",210909.375838356
"21433","2025-2-211",14811.2150657534
"21434","2025-2-212",22795.0806164384
"21435","2025-2-213",56801.8617780822
"21436","2025-2-214",37124.2848931507
"21437","2025-2-215",19933.4994630137
"21438","2025-2-216",17914.3216164384
"21439","2025-2-301",163107.346964384
"21440","2025-2-302",61479.3391041096
"21441","2025-2-303",114115.081463014
"21442","2025-2-304",15787.5930410959
"21443","2025-2-305",68810.7259726027
"21444","2025-2-306",15189.8518383562
"21445","2025-2-307",48798.5282684932
"21446","2025-2-308",45237.4064821918
"21447","2025-2-401",146207.710276712
"21448","2025-2-402",48663.719430137
"21449","2025-2-403",49931.1075616438
"21450","2025-2-404",44956.9786328767
"21451","2025-2-405",56577.6814082192
"21452","2025-2-406",23433.571030137
"21453","2025-2-407",26457.6040986301
"21454","2025-2-408",22088.0805534247
"21455","2025-2-409",30434.0158520548
"21456","2025-2-410",95683.534630137
"21457","2025-2-501",81282.6843753425
"21458","2025-2-502",58811.1730849315
"21459","2025-2-503",72881.4984191781
"21460","2025-2-504",25513.5982493151
