"","precip_total","precip_min","precip_max","precip_mean","precip_median","week_canton"
"2353",0,0,0,0,0,"2023-13-504"
"2354",10.118559,0,10.118559,1.44550842857143,0,"2023-14-504"
"2355",0,0,0,0,0,"2023-15-504"
"2356",0,0,0,0,0,"2023-16-504"
"2357",29.2065942,0,14.603297,4.1723706,0,"2023-17-504"
"2358",22.667008,0,11.333504,3.238144,0,"2023-18-504"
"2359",0,0,0,0,0,"2023-19-504"
"2360",11.0804684,0,8.498939,1.58292405714286,0,"2023-20-504"
"2361",52.4896545,0,32.69841,7.49852207142857,0,"2023-21-504"
"2362",64.4029346,0,24.523808,9.20041922857143,5.385537,"2023-22-504"
"2363",92.685661,5.385537,26.82193,13.2408087142857,8.940643,"2023-23-504"
"2364",60.0179944,0,20.503004,8.5739992,6.834335,"2023-24-504"
"2365",31.3721259,0,9.388049,4.48173227142857,3.1293497,"2023-25-504"
"2366",56.0195655,0,26.9462,8.00279507142857,5.2000885,"2023-26-504"
"2367",30.8139982,0,13.4731,4.40199974285714,3.0298138,"2023-27-504"
"2368",43.4121068,0,20.739769,6.20172954285714,3.0298138,"2023-28-504"
"2369",21.1104604,0,7.2839484,3.01578005714286,0,"2023-29-504"
"2370",52.419303,0,21.851845,7.48847185714286,0,"2023-30-504"
"2371",28.152932,0,15.283729,4.02184742857143,2.144867,"2023-31-504"
"2372",39.3985715,0,17.33199,5.62836735714286,4.7345915,"2023-32-504"
"2373",37.9498545,0,17.80956,5.42140778571429,4.7345915,"2023-33-504"
"2374",94.5053286,0,40.02284,13.5007612285714,2.2269683,"2023-34-504"
"2375",31.0758212,0,14.778632,4.43940302857143,4.4539366,"2023-35-504"
"2376",4.20871,0,4.20871,0.601244285714286,0,"2023-36-504"
"2377",9.654327,0,6.436218,1.37918957142857,0,"2023-37-504"
"2378",30.738822,0,16.512428,4.39126028571429,0,"2023-38-504"
"2379",80.610626,0,27.26366,11.5158037142857,12.451476,"2023-39-504"
"2380",84.626696,0,23.213861,12.089528,12.451476,"2023-40-504"
"2381",99.4559004,0,34.820793,14.2079857714286,8.518375,"2023-41-504"
"2382",83.813098,0,34.573387,11.9732997142857,14.666323,"2023-42-504"
"2383",69.0416194,0,31.361423,9.86308848571429,7.3331614,"2023-43-504"
"2384",116.520849,0,31.361423,16.6458355714286,15.483532,"2023-44-504"
"2385",14.200499,0,8.114571,2.02864271428571,0,"2023-45-504"
"2386",69.062759,0,25.289402,9.86610842857143,14.591119,"2023-46-504"
"2387",46.651622,0,23.325811,6.66451742857143,0,"2023-47-504"
"2388",16.125223,0,16.125223,2.30360328571429,0,"2023-48-504"
"2389",0,0,0,0,0,"2023-49-504"
"2390",0,0,0,0,0,"2023-50-504"
"2391",0,0,0,0,0,"2023-51-504"
"2392",58.0962215,0,43.572166,8.29946021428571,0,"2023-52-504"
"2393",6.160008,0,6.160008,0.880001142857143,0,"2024-1-504"
"2394",6.3235116,0,6.3235116,0.9033588,0,"2024-2-504"
"2395",0,0,0,0,0,"2024-3-504"
"2396",0,0,0,0,0,"2024-4-504"
"2397",0,0,0,0,0,"2024-5-504"
"2398",8.314291,0,8.314291,1.18775585714286,0,"2024-6-504"
