"","week","pob"
"784","2019-35-118",78115.1452377049
"785","2019-35-119",135574.487270492
"786","2019-35-120",13122.6960245902
"787","2019-35-201",313787.609508197
"788","2019-35-202",89326.7118606557
"789","2019-35-203",77967.7400245902
"790","2019-35-204",7327.83954918033
"791","2019-35-205",29571.5025327869
"792","2019-35-206",48812.9909262295
"793","2019-35-207",41017.2425245902
"794","2019-35-208",33933.1850081967
"795","2019-35-209",23922.6491721311
"796","2019-35-210",200793.02954918
"797","2019-35-211",14424.5162622951
"798","2019-35-212",22186.3562786885
"799","2019-35-213",54523.8540819672
"800","2019-35-214",34142.9741065574
"801","2019-35-215",19193.2382704918
"802","2019-35-216",16630.4904672131
"803","2019-35-301",160883.149778689
"804","2019-35-302",60540.3448934426
"805","2019-35-303",111282.526540984
"806","2019-35-304",16007.3088032787
"807","2019-35-305",70281.7138360656
"808","2019-35-306",15064.3044016393
"809","2019-35-307",48184.0494426229
"810","2019-35-308",44538.7600737705
"811","2019-35-401",141438.195967213
"812","2019-35-402",46485.7573196721
"813","2019-35-403",48662.458557377
"814","2019-35-404",43048.6742622951
"815","2019-35-405",54385.9516803279
"816","2019-35-406",22764.0773770492
"817","2019-35-407",25826.7741147541
"818","2019-35-408",21223.2824590164
"819","2019-35-409",30138.2623114754
"820","2019-35-410",86402.2855409836
"821","2019-35-501",76282.819647541
"822","2019-35-502",57214.7396885246
"823","2019-35-503",68449.3214590164
"824","2019-35-504",24251.9435983607
"825","2019-35-505",46151.2098852459
"826","2019-35-506",31610.8335245902
"827","2019-35-507",19892.7478852459
"828","2019-35-508",24561.5428852459
"829","2019-35-509",11477.5305655738
"830","2019-35-510",26125.7143442623
"831","2019-35-511",7102.1283442623
"832","2019-35-601",137669.876901639
"833","2019-35-602",33469.8046393443
"834","2019-35-603",52628.7955819672
"835","2019-35-604",14576.901
"836","2019-35-605",29567.2311065574
"837","2019-35-606",33110.7368606557
"838","2019-35-607",32042.1451721311
"839","2019-35-608",36439.7032540984
"840","2019-35-609",20883.2226639344
"841","2019-35-610",51973.4690081967
"842","2019-35-611",25510.746852459
"843","2019-35-612",4728.1915
"844","2019-35-613",12575.8927377049
"845","2019-35-701",93410.1572213115
"846","2019-35-702",149131.213245902
"847","2019-35-703",56929.7344508197
"848","2019-35-704",42970.8540819672
"849","2019-35-705",44174.917795082
"850","2019-35-706",55252.7947540984
"851","2019-36-  0",5026786.04512022
"852","2019-36-101",347875.646513661
"853","2019-36-102",69404.0397868852
"854","2019-36-103",238987.750469945
"855","2019-36-104",38275.2758251366
"856","2019-36-105",17849.4492021858
"857","2019-36-106",61687.224568306
"858","2019-36-107",28319.1805573771
"859","2019-36-108",137216.813530055
"860","2019-36-109",59422.3352404372
"861","2019-36-110",92848.0786120219
"862","2019-36-111",69835.4028142077
"863","2019-36-112",21711.8273661202
"864","2019-36-113",83750.7197103825
"865","2019-36-114",61144.0857978142
"866","2019-36-115",61396.4319125683
"867","2019-36-116",7131.55346994536
"868","2019-36-117",7761.5969726776
"869","2019-36-118",78120.2018196721
"870","2019-36-119",135568.35563388
"871","2019-36-120",13124.1060273224
"872","2019-36-201",313835.018786885
"873","2019-36-202",89336.5166229508
"874","2019-36-203",77977.8136939891
"875","2019-36-204",7328.60738797814
"876","2019-36-205",29574.8824808743
"877","2019-36-206",48818.3112513661
"878","2019-36-207",41023.2410273224
"879","2019-36-208",33938.8054535519
"880","2019-36-209",23926.9495245902
"881","2019-36-210",200831.550721311
"882","2019-36-211",14426.0735136612
"883","2019-36-212",22188.675420765
"884","2019-36-213",54532.8785355191
"885","2019-36-214",34153.8402295082
"886","2019-36-215",19196.1926338798
"887","2019-36-216",16635.0345191257
"888","2019-36-301",160892.327754098
"889","2019-36-302",60544.4261038251
"890","2019-36-303",111293.696934426
"891","2019-36-304",16006.6127814208
"892","2019-36-305",70276.8459289617
"893","2019-36-306",15064.8838907104
"894","2019-36-307",48186.7681584699
"895","2019-36-308",44541.7207486339
"896","2019-36-401",141455.847519126
"897","2019-36-402",46493.8883551913
"898","2019-36-403",48667.3465081967
"899","2019-36-404",43055.9855136612
"900","2019-36-405",54393.9929781421
"901","2019-36-406",22766.725863388
"902","2019-36-407",25829.4170163934
"903","2019-36-408",21226.6393989071
"904","2019-36-409",30139.629568306
"905","2019-36-410",86435.6389344262
"906","2019-36-501",76301.6128306011
"907","2019-36-502",57220.6197650273
"908","2019-36-503",68465.6167322404
"909","2019-36-504",24256.6071092896
"910","2019-36-505",46163.5586502732
"911","2019-36-506",31615.0516939891
"912","2019-36-507",19893.5606502732
"913","2019-36-508",24562.7966502732
"914","2019-36-509",11477.7886284153
"915","2019-36-510",26132.8100491803
"916","2019-36-511",7102.12371584699
"917","2019-36-601",137691.877557377
"918","2019-36-602",33476.5257103825
"919","2019-36-603",52637.4992021858
"920","2019-36-604",14578.2356666667
"921","2019-36-605",29567.2518961749
"922","2019-36-606",33117.3776229508
"923","2019-36-607",32042.4625245902
"924","2019-36-608",36437.3270601093
"925","2019-36-609",20888.6540710383
"926","2019-36-610",51978.6927868853
"927","2019-36-611",25521.9405027322
"928","2019-36-612",4728.685
"929","2019-36-613",12580.7428196721
"930","2019-36-701",93406.707579235
"931","2019-36-702",149156.683606557
"932","2019-36-703",56929.0856120219
"933","2019-36-704",42981.7545355191
"934","2019-36-705",44179.9763278689
"935","2019-36-706",55265.5560601093
"936","2019-37-  0",5027367.64073224
"937","2019-37-101",347893.965265027
"938","2019-37-102",69410.1665655738
"939","2019-37-103",239010.29731694
"940","2019-37-104",38278.7447076503
"941","2019-37-105",17850.1308224044
"942","2019-37-106",61691.8678251366
"943","2019-37-107",28320.9442131148
"944","2019-37-108",137227.59718306
"945","2019-37-109",59431.7969644809
"946","2019-37-110",92864.2787732241
"947","2019-37-111",69843.4505956284
"948","2019-37-112",21713.0835027322
"949","2019-37-113",83756.5797814208
"950","2019-37-114",61146.3091775956
"951","2019-37-115",61395.9316038251
"952","2019-37-116",7132.46681693989
"953","2019-37-117",7761.82146994535
"954","2019-37-118",78125.2584016393
"955","2019-37-119",135562.223997268
"956","2019-37-120",13125.5160300546
"957","2019-37-201",313882.428065574
"958","2019-37-202",89346.3213852459
"959","2019-37-203",77987.887363388
"960","2019-37-204",7329.37522677596
"961","2019-37-205",29578.2624289617
"962","2019-37-206",48823.6315765027
"963","2019-37-207",41029.2395300546
"964","2019-37-208",33944.4258989071
"965","2019-37-209",23931.2498770492
"966","2019-37-210",200870.071893443
"967","2019-37-211",14427.6307650273
"968","2019-37-212",22190.9945628415
"969","2019-37-213",54541.902989071
"970","2019-37-214",34164.706352459
"971","2019-37-215",19199.1469972678
"972","2019-37-216",16639.5785710383
"973","2019-37-301",160901.505729508
"974","2019-37-302",60548.5073142077
"975","2019-37-303",111304.867327869
"976","2019-37-304",16005.9167595628
"977","2019-37-305",70271.9780218579
"978","2019-37-306",15065.4633797814
"979","2019-37-307",48189.4868743169
"980","2019-37-308",44544.6814234973
"981","2019-37-401",141473.499071038
"982","2019-37-402",46502.0193907104
"983","2019-37-403",48672.2344590164
"984","2019-37-404",43063.2967650273
"985","2019-37-405",54402.0342759563
"986","2019-37-406",22769.3743497268
"987","2019-37-407",25832.0599180328
"988","2019-37-408",21229.9963387978
"989","2019-37-409",30140.9968251366
"990","2019-37-410",86468.9923278689
"991","2019-37-501",76320.4060136612
"992","2019-37-502",57226.4998415301
"993","2019-37-503",68481.9120054645
"994","2019-37-504",24261.2706202186
"995","2019-37-505",46175.9074153005
"996","2019-37-506",31619.269863388
"997","2019-37-507",19894.3734153005
"998","2019-37-508",24564.0504153005
"999","2019-37-509",11478.0466912568
"1000","2019-37-510",26139.9057540984
"1001","2019-37-511",7102.11908743169
"1002","2019-37-601",137713.878213115
"1003","2019-37-602",33483.2467814208
"1004","2019-37-603",52646.2028224044
"1005","2019-37-604",14579.5703333333
"1006","2019-37-605",29567.2726857924
"1007","2019-37-606",33124.0183852459
"1008","2019-37-607",32042.7798770492
"1009","2019-37-608",36434.9508661202
"1010","2019-37-609",20894.0854781421
"1011","2019-37-610",51983.9165655738
"1012","2019-37-611",25533.1341530055
"1013","2019-37-612",4729.1785
"1014","2019-37-613",12585.5929016393
"1015","2019-37-701",93403.2579371585
"1016","2019-37-702",149182.153967213
"1017","2019-37-703",56928.436773224
"1018","2019-37-704",42992.654989071
"1019","2019-37-705",44185.0348606557
"1020","2019-37-706",55278.3173661202
"1021","2019-38-  0",5027949.23634426
"1022","2019-38-101",347912.284016393
"1023","2019-38-102",69416.2933442623
"1024","2019-38-103",239032.844163934
"1025","2019-38-104",38282.2135901639
"1026","2019-38-105",17850.812442623
"1027","2019-38-106",61696.5110819672
"1028","2019-38-107",28322.7078688525
"1029","2019-38-108",137238.380836066
"1030","2019-38-109",59441.2586885246
"1031","2019-38-110",92880.4789344262
"1032","2019-38-111",69851.4983770492
"1033","2019-38-112",21714.3396393443
"1034","2019-38-113",83762.439852459
"1035","2019-38-114",61148.532557377
"1036","2019-38-115",61395.431295082
"1037","2019-38-116",7133.38016393443
"1038","2019-38-117",7762.04596721311
"1039","2019-38-118",78130.3149836066
"1040","2019-38-119",135556.092360656
"1041","2019-38-120",13126.9260327869
"1042","2019-38-201",313929.837344262
"1043","2019-38-202",89356.126147541
"1044","2019-38-203",77997.9610327869
"1045","2019-38-204",7330.14306557377
"1046","2019-38-205",29581.6423770492
"1047","2019-38-206",48828.9519016393
"1048","2019-38-207",41035.2380327869
"1049","2019-38-208",33950.0463442623
"1050","2019-38-209",23935.5502295082
"1051","2019-38-210",200908.593065574
"1052","2019-38-211",14429.1880163934
"1053","2019-38-212",22193.313704918
"1054","2019-38-213",54550.9274426229
"1055","2019-38-214",34175.5724754098
"1056","2019-38-215",19202.1013606557
"1057","2019-38-216",16644.1226229508
"1058","2019-38-301",160910.683704918
"1059","2019-38-302",60552.5885245902
"1060","2019-38-303",111316.037721311
"1061","2019-38-304",16005.2207377049
"1062","2019-38-305",70267.1101147541
"1063","2019-38-306",15066.0428688525
"1064","2019-38-307",48192.2055901639
"1065","2019-38-308",44547.6420983607
"1066","2019-38-401",141491.150622951
"1067","2019-38-402",46510.1504262295
"1068","2019-38-403",48677.1224098361
"1069","2019-38-404",43070.6080163934
"1070","2019-38-405",54410.0755737705
"1071","2019-38-406",22772.0228360656
"1072","2019-38-407",25834.7028196721
"1073","2019-38-408",21233.3532786885
"1074","2019-38-409",30142.3640819672
"1075","2019-38-410",86502.3457213115
"1076","2019-38-501",76339.1991967213
"1077","2019-38-502",57232.3799180328
"1078","2019-38-503",68498.2072786885
"1079","2019-38-504",24265.9341311475
"1080","2019-38-505",46188.2561803279
"1081","2019-38-506",31623.4880327869
"1082","2019-38-507",19895.1861803279
"1083","2019-38-508",24565.3041803279
"1084","2019-38-509",11478.3047540984
"1085","2019-38-510",26147.0014590164
"1086","2019-38-511",7102.11445901639
"1087","2019-38-601",137735.878868852
"1088","2019-38-602",33489.967852459
"1089","2019-38-603",52654.906442623
"1090","2019-38-604",14580.905
"1091","2019-38-605",29567.2934754098
"1092","2019-38-606",33130.659147541
"1093","2019-38-607",32043.0972295082
"1094","2019-38-608",36432.5746721311
"1095","2019-38-609",20899.5168852459
"1096","2019-38-610",51989.1403442623
"1097","2019-38-611",25544.3278032787
"1098","2019-38-612",4729.672
"1099","2019-38-613",12590.4429836066
"1100","2019-38-701",93399.808295082
"1101","2019-38-702",149207.624327869
"1102","2019-38-703",56927.7879344262
"1103","2019-38-704",43003.555442623
"1104","2019-38-705",44190.0933934426
"1105","2019-38-706",55291.0786721311
"1106","2019-39-  0",5028530.83195628
"1107","2019-39-101",347930.60276776
"1108","2019-39-102",69422.4201229508
"1109","2019-39-103",239055.391010929
"1110","2019-39-104",38285.6824726776
"1111","2019-39-105",17851.4940628415
"1112","2019-39-106",61701.1543387978
"1113","2019-39-107",28324.4715245902
"1114","2019-39-108",137249.164489071
"1115","2019-39-109",59450.7204125683
"1116","2019-39-110",92896.6790956284
"1117","2019-39-111",69859.54615847
"1118","2019-39-112",21715.5957759563
"1119","2019-39-113",83768.2999234973
"1120","2019-39-114",61150.7559371585
"1121","2019-39-115",61394.9309863388
"1122","2019-39-116",7134.29351092896
"1123","2019-39-117",7762.27046448087
"1124","2019-39-118",78135.3715655738
"1125","2019-39-119",135549.960724044
"1126","2019-39-120",13128.3360355191
"1127","2019-39-201",313977.246622951
"1128","2019-39-202",89365.9309098361
"1129","2019-39-203",78008.0347021858
"1130","2019-39-204",7330.91090437158
"1131","2019-39-205",29585.0223251366
"1132","2019-39-206",48834.272226776
"1133","2019-39-207",41041.2365355191
"1134","2019-39-208",33955.6667896175
"1135","2019-39-209",23939.8505819672
"1136","2019-39-210",200947.114237705
"1137","2019-39-211",14430.7452677596
"1138","2019-39-212",22195.6328469945
"1139","2019-39-213",54559.9518961749
"1140","2019-39-214",34186.4385983607
"1141","2019-39-215",19205.0557240437
"1142","2019-39-216",16648.6666748634
"1143","2019-39-301",160919.861680328
"1144","2019-39-302",60556.6697349727
"1145","2019-39-303",111327.208114754
"1146","2019-39-304",16004.524715847
"1147","2019-39-305",70262.2422076503
"1148","2019-39-306",15066.6223579235
"1149","2019-39-307",48194.9243060109
"1150","2019-39-308",44550.602773224
"1151","2019-39-401",141508.802174863
"1152","2019-39-402",46518.2814617486
"1153","2019-39-403",48682.0103606557
"1154","2019-39-404",43077.9192677596
"1155","2019-39-405",54418.1168715847
"1156","2019-39-406",22774.6713224044
"1157","2019-39-407",25837.3457213115
"1158","2019-39-408",21236.7102185792
"1159","2019-39-409",30143.7313387978
"1160","2019-39-410",86535.6991147541
"1161","2019-39-501",76357.9923797814
"1162","2019-39-502",57238.2599945355
"1163","2019-39-503",68514.5025519126
"1164","2019-39-504",24270.5976420765
"1165","2019-39-505",46200.6049453552
"1166","2019-39-506",31627.7062021858
"1167","2019-39-507",19895.9989453552
"1168","2019-39-508",24566.5579453552
"1169","2019-39-509",11478.5628169399
"1170","2019-39-510",26154.0971639344
"1171","2019-39-511",7102.10983060109
"1172","2019-39-601",137757.87952459
"1173","2019-39-602",33496.6889234973
"1174","2019-39-603",52663.6100628415
"1175","2019-39-604",14582.2396666667
"1176","2019-39-605",29567.3142650273
"1177","2019-39-606",33137.2999098361
"1178","2019-39-607",32043.4145819672
"1179","2019-39-608",36430.1984781421
"1180","2019-39-609",20904.9482923497
"1181","2019-39-610",51994.3641229508
"1182","2019-39-611",25555.5214535519
"1183","2019-39-612",4730.1655
"1184","2019-39-613",12595.2930655738
"1185","2019-39-701",93396.3586530055
"1186","2019-39-702",149233.094688525
"1187","2019-39-703",56927.1390956284
"1188","2019-39-704",43014.4558961749
"1189","2019-39-705",44195.1519262295
"1190","2019-39-706",55303.8399781421
"1191","2019-40-  0",5029112.42756831
"1192","2019-40-101",347948.921519126
"1193","2019-40-102",69428.5469016393
"1194","2019-40-103",239077.937857924
"1195","2019-40-104",38289.1513551913
"1196","2019-40-105",17852.1756830601
"1197","2019-40-106",61705.7975956284
"1198","2019-40-107",28326.2351803279
"1199","2019-40-108",137259.948142077
"1200","2019-40-109",59460.182136612
"1201","2019-40-110",92912.8792568306
"1202","2019-40-111",69867.5939398907
"1203","2019-40-112",21716.8519125683
"1204","2019-40-113",83774.1599945355
"1205","2019-40-114",61152.9793169399
"1206","2019-40-115",61394.4306775956
"1207","2019-40-116",7135.2068579235
"1208","2019-40-117",7762.49496174863
"1209","2019-40-118",78140.428147541
"1210","2019-40-119",135543.829087432
"1211","2019-40-120",13129.7460382514
"1212","2019-40-201",314024.655901639
"1213","2019-40-202",89375.7356721312
"1214","2019-40-203",78018.1083715847
"1215","2019-40-204",7331.6787431694
"1216","2019-40-205",29588.402273224
"1217","2019-40-206",48839.5925519126
"1218","2019-40-207",41047.2350382514
"1219","2019-40-208",33961.2872349727
"1220","2019-40-209",23944.1509344262
"1221","2019-40-210",200985.635409836
"1222","2019-40-211",14432.3025191257
"1223","2019-40-212",22197.951989071
"1224","2019-40-213",54568.9763497268
"1225","2019-40-214",34197.3047213115
"1226","2019-40-215",19208.0100874317
"1227","2019-40-216",16653.210726776
"1228","2019-40-301",160929.039655738
"1229","2019-40-302",60560.7509453552
"1230","2019-40-303",111338.378508197
"1231","2019-40-304",16003.8286939891
"1232","2019-40-305",70257.3743005464
"1233","2019-40-306",15067.2018469945
"1234","2019-40-307",48197.6430218579
"1235","2019-40-308",44553.5634480874
"1236","2019-40-401",141526.453726776
